idx,word,examples,phrases,distractors,batch,category,meanings,note,etymology,script,rare_kanji,complexity,retired
269,しょうゆ,"[{""word"": ""しょうゆを入れる"", ""reading"": ""しょうゆをいれる"", ""meaning"": ""to add soy sauce"", ""tags"": []}]","[{""word"": ""しょうゆを入れる"", ""reading"": ""しょうゆをいれる"", ""meaning"": ""to add soy sauce"", ""tags"": []}, {""word"": ""しょうゆをかける"", ""reading"": ""しょうゆをかける"", ""meaning"": ""to pour soy sauce""}, {""word"": ""しょうゆの味"", ""reading"": ""しょうゆのあじ"", ""meaning"": ""soy-sauce flavor""}]","[{""word"": ""じょうゆ"", ""reading"": ""じょうゆ"", ""meaning"": ""(non-word)""}, {""word"": ""しょうゆう"", ""reading"": ""しょうゆう"", ""meaning"": ""(non-word)""}, {""word"": ""しょゆ"", ""reading"": ""しょゆ"", ""meaning"": ""(non-word)""}]",1,Dining,soy sauce,,"Sino-Japanese (醤油, from Chinese)",hiragana,醤油,4,false
270,ペットボトル,"[{""word"": ""ペットボトルの水"", ""reading"": ""ぺっとぼとるのみず"", ""meaning"": ""bottled water"", ""tags"": []}]","[{""word"": ""ペットボトルの水"", ""reading"": ""ぺっとぼとるのみず"", ""meaning"": ""bottled water"", ""tags"": []}, {""word"": ""新しいペットボトル"", ""reading"": ""あたらしいぺっとぼとる"", ""meaning"": ""a new plastic bottle""}, {""word"": ""ペットボトルを買う"", ""reading"": ""ぺっとぼとるをかう"", ""meaning"": ""buy a plastic bottle""}]","[{""word"": ""ペットボトロ"", ""reading"": ""ペットボトロ"", ""meaning"": ""(non-word)""}, {""word"": ""ベットボトル"", ""reading"": ""ベットボトル"", ""meaning"": ""(non-word)""}, {""word"": ""ペットボドル"", ""reading"": ""ペットボドル"", ""meaning"": ""(non-word)""}]",5,Household,plastic bottle,wasei - from PET bottle,from English plastic bottle,katakana,,6,false
271,バス,"[{""word"": ""バスに乗る"", ""reading"": ""ばすにのる"", ""meaning"": ""to ride the bus"", ""tags"": []}]","[{""word"": ""バスに乗る"", ""reading"": ""ばすにのる"", ""meaning"": ""to ride the bus"", ""tags"": []}, {""word"": ""バスで行く"", ""reading"": ""ばすでいく"", ""meaning"": ""to go by bus""}, {""word"": ""バスを待つ"", ""reading"": ""ばすをまつ"", ""meaning"": ""to wait for the bus""}]","[{""word"": ""バアス"", ""reading"": ""バアス"", ""meaning"": ""(non-word)""}, {""word"": ""バヌ"", ""reading"": ""バヌ"", ""meaning"": ""(non-word)""}, {""word"": ""バソ"", ""reading"": ""バソ"", ""meaning"": ""(non-word)""}]",5,Transport,bus,,from English bus,katakana,,2,false
272,タクシー,"[{""word"": ""タクシーで行く"", ""reading"": ""たくしーでいく"", ""meaning"": ""to go by taxi"", ""tags"": []}]","[{""word"": ""タクシーで行く"", ""reading"": ""たくしーでいく"", ""meaning"": ""to go by taxi""}, {""word"": ""タクシーに乗る"", ""reading"": ""たくしーにのる"", ""meaning"": ""to take a taxi""}, {""word"": ""タクシーを止める"", ""reading"": ""たくしーをとめる"", ""meaning"": ""to hail a taxi""}]","[{""word"": ""タクシ"", ""reading"": ""タクシ"", ""meaning"": ""(non-word)""}, {""word"": ""ダクシー"", ""reading"": ""ダクシー"", ""meaning"": ""(non-word)""}, {""word"": ""タクツー"", ""reading"": ""タクツー"", ""meaning"": ""(non-word)""}]",5,Transport,taxi,,from English taxi,katakana,,4,false
273,ジュース,"[{""word"": ""ジュースを飲む"", ""reading"": ""じゅーすをのむ"", ""meaning"": ""to drink juice"", ""tags"": []}]","[{""word"": ""ジュースを飲む"", ""reading"": ""じゅーすをのむ"", ""meaning"": ""to drink juice"", ""tags"": []}, {""word"": ""冷たいジュース"", ""reading"": ""つめたいじゅーす"", ""meaning"": ""a cold juice""}, {""word"": ""ジュースを飲みに行く"", ""reading"": ""じゅーすをのみにいく"", ""meaning"": ""go out for juice""}]","[{""word"": ""ジュス"", ""reading"": ""ジュス"", ""meaning"": ""(non-word)""}, {""word"": ""シュース"", ""reading"": ""シュース"", ""meaning"": ""(non-word)""}, {""word"": ""ジューヌ"", ""reading"": ""ジューヌ"", ""meaning"": ""(non-word)""}]",5,Dining,juice,,from English juice,katakana,,4,false
274,ミルク,"[{""word"": ""ミルクを入れる"", ""reading"": ""みるくをいれる"", ""meaning"": ""to add milk"", ""tags"": []}]","[{""word"": ""ミルクを入れる"", ""reading"": ""みるくをいれる"", ""meaning"": ""to add milk"", ""tags"": []}, {""word"": ""冷たいミルク"", ""reading"": ""つめたいみるく"", ""meaning"": ""a cold milk""}, {""word"": ""ミルクを飲みに行く"", ""reading"": ""みるくをのみにいく"", ""meaning"": ""go out for milk""}]","[{""word"": ""ミリク"", ""reading"": ""ミリク"", ""meaning"": ""(non-word)""}, {""word"": ""ミルグ"", ""reading"": ""ミルグ"", ""meaning"": ""(non-word)""}, {""word"": ""ミルケ"", ""reading"": ""ミルケ"", ""meaning"": ""(non-word)""}]",5,Dining,milk,used for coffee/babies; 牛乳 for the drink itself,from English milk,katakana,,3,false
275,チーズ,"[{""word"": ""チーズを買う"", ""reading"": ""ちーずをかう"", ""meaning"": ""to buy cheese"", ""tags"": []}]","[{""word"": ""チーズを買う"", ""reading"": ""ちーずをかう"", ""meaning"": ""to buy cheese"", ""tags"": []}, {""word"": ""チーズを買って帰る"", ""reading"": ""ちーずをかってかえる"", ""meaning"": ""buy cheese and head home""}, {""word"": ""チーズを作る"", ""reading"": ""ちーずをつくる"", ""meaning"": ""make cheese""}]","[{""word"": ""チーヅ"", ""reading"": ""チーヅ"", ""meaning"": ""(non-word)""}, {""word"": ""チース"", ""reading"": ""チース"", ""meaning"": ""(non-word)""}, {""word"": ""ヂーズ"", ""reading"": ""ヂーズ"", ""meaning"": ""(non-word)""}]",5,Dining,cheese,,from English cheese,katakana,,3,false
276,バター,"[{""word"": ""バターをつける"", ""reading"": ""ばたーをつける"", ""meaning"": ""to spread butter"", ""tags"": []}]","[{""word"": ""バターをつける"", ""reading"": ""ばたーをつける"", ""meaning"": ""to spread butter"", ""tags"": []}, {""word"": ""バターを買って帰る"", ""reading"": ""ばたーをかってかえる"", ""meaning"": ""buy butter and head home""}, {""word"": ""バターを作る"", ""reading"": ""ばたーをつくる"", ""meaning"": ""make butter""}]","[{""word"": ""バタ"", ""reading"": ""バタ"", ""meaning"": ""(non-word)""}, {""word"": ""パター"", ""reading"": ""パター"", ""meaning"": ""(non-word)""}, {""word"": ""バダー"", ""reading"": ""バダー"", ""meaning"": ""(non-word)""}]",5,Dining,butter,,from English butter,katakana,,3,false
277,スープ,"[{""word"": ""スープを作る"", ""reading"": ""すーぷをつくる"", ""meaning"": ""to make soup"", ""tags"": []}]","[{""word"": ""スープを作る"", ""reading"": ""すーぷをつくる"", ""meaning"": ""to make soup"", ""tags"": []}, {""word"": ""スープを買って帰る"", ""reading"": ""すーぷをかってかえる"", ""meaning"": ""buy soup and head home""}, {""word"": ""朝のスープ"", ""reading"": ""あさのすーぷ"", ""meaning"": ""morning soup""}]","[{""word"": ""スーブ"", ""reading"": ""スーブ"", ""meaning"": ""(non-word)""}, {""word"": ""ヌープ"", ""reading"": ""ヌープ"", ""meaning"": ""(non-word)""}, {""word"": ""スウプ"", ""reading"": ""スウプ"", ""meaning"": ""(non-word)""}]",5,Dining,soup,,from English soup,katakana,,3,false
278,サラダ,"[{""word"": ""サラダを食べる"", ""reading"": ""さらだをたべる"", ""meaning"": ""to eat salad"", ""tags"": []}]","[{""word"": ""サラダを食べる"", ""reading"": ""さらだをたべる"", ""meaning"": ""to eat salad"", ""tags"": []}, {""word"": ""サラダを買って帰る"", ""reading"": ""さらだをかってかえる"", ""meaning"": ""buy salad and head home""}, {""word"": ""サラダを作る"", ""reading"": ""さらだをつくる"", ""meaning"": ""make salad""}]","[{""word"": ""サラタ"", ""reading"": ""サラタ"", ""meaning"": ""(non-word)""}, {""word"": ""ザラダ"", ""reading"": ""ザラダ"", ""meaning"": ""(non-word)""}, {""word"": ""サラダー"", ""reading"": ""サラダー"", ""meaning"": ""(non-word)""}]",5,Dining,salad,,from English salad,katakana,,3,false
279,ケーキ,"[{""word"": ""ケーキを切る"", ""reading"": ""けーきをきる"", ""meaning"": ""to cut a cake"", ""tags"": []}]","[{""word"": ""ケーキを切る"", ""reading"": ""けーきをきる"", ""meaning"": ""to cut a cake"", ""tags"": []}, {""word"": ""ケーキを買って帰る"", ""reading"": ""けーきをかってかえる"", ""meaning"": ""buy cake and head home""}, {""word"": ""ケーキを作る"", ""reading"": ""けーきをつくる"", ""meaning"": ""make cake""}]","[{""word"": ""ケーギ"", ""reading"": ""ケーギ"", ""meaning"": ""(non-word)""}, {""word"": ""ケキ"", ""reading"": ""ケキ"", ""meaning"": ""(non-word)""}, {""word"": ""ゲーキ"", ""reading"": ""ゲーキ"", ""meaning"": ""(non-word)""}]",5,Dining,cake,,from English cake,katakana,,3,false
280,アイス,"[{""word"": ""アイスを買う"", ""reading"": ""あいすをかう"", ""meaning"": ""to buy ice cream"", ""tags"": []}]","[{""word"": ""アイスを買う"", ""reading"": ""あいすをかう"", ""meaning"": ""to buy ice cream"", ""tags"": []}, {""word"": ""アイスを買って帰る"", ""reading"": ""あいすをかってかえる"", ""meaning"": ""buy ice cream and head home""}, {""word"": ""アイスを作る"", ""reading"": ""あいすをつくる"", ""meaning"": ""make ice cream""}]","[{""word"": ""アイズ"", ""reading"": ""アイズ"", ""meaning"": ""(non-word)""}, {""word"": ""アエス"", ""reading"": ""アエス"", ""meaning"": ""(non-word)""}, {""word"": ""アイスー"", ""reading"": ""アイスー"", ""meaning"": ""(non-word)""}]",5,Dining,ice cream,short for アイスクリーム,from English ice cream,katakana,,3,false
281,シャツ,"[{""word"": ""シャツを着る"", ""reading"": ""しゃつをきる"", ""meaning"": ""to wear a shirt"", ""tags"": []}]","[{""word"": ""シャツを着る"", ""reading"": ""しゃつをきる"", ""meaning"": ""to wear a shirt"", ""tags"": []}, {""word"": ""シャツのボタン"", ""reading"": ""しゃつのぼたん"", ""meaning"": ""a shirt button""}, {""word"": ""白いシャツ"", ""reading"": ""しろいしゃつ"", ""meaning"": ""a white shirt""}]","[{""word"": ""シャシ"", ""reading"": ""シャシ"", ""meaning"": ""(non-word)""}, {""word"": ""ジャツ"", ""reading"": ""ジャツ"", ""meaning"": ""(non-word)""}, {""word"": ""シヤツ"", ""reading"": ""シヤツ"", ""meaning"": ""(non-word)""}]",5,Clothing,shirt,,from English shirt,katakana,,3,false
282,ズボン,"[{""word"": ""ズボンが長い"", ""reading"": ""ずぼんがながい"", ""meaning"": ""the pants are long"", ""tags"": []}]","[{""word"": ""ズボンが長い"", ""reading"": ""ずぼんがながい"", ""meaning"": ""the pants are long"", ""tags"": []}, {""word"": ""ズボンをはく"", ""reading"": ""ずぼんをはく"", ""meaning"": ""to put on trousers""}, {""word"": ""長いズボン"", ""reading"": ""ながいずぼん"", ""meaning"": ""long trousers""}]","[{""word"": ""スボン"", ""reading"": ""スボン"", ""meaning"": ""(non-word)""}, {""word"": ""ズホン"", ""reading"": ""ズホン"", ""meaning"": ""(non-word)""}, {""word"": ""ズボーン"", ""reading"": ""ズボーン"", ""meaning"": ""(non-word)""}]",5,Clothing,trousers; pants,,poss. from French jupon,katakana,,3,false
283,コート,"[{""word"": ""コートを着る"", ""reading"": ""こーとをきる"", ""meaning"": ""to wear a coat"", ""tags"": []}]","[{""word"": ""コートを着る"", ""reading"": ""こーとをきる"", ""meaning"": ""to wear a coat"", ""tags"": []}, {""word"": ""黒いコート"", ""reading"": ""くろいこーと"", ""meaning"": ""a black coat""}, {""word"": ""冬のコート"", ""reading"": ""ふゆのこーと"", ""meaning"": ""a winter coat""}]","[{""word"": ""コオト"", ""reading"": ""コオト"", ""meaning"": ""(non-word)""}, {""word"": ""ゴート"", ""reading"": ""ゴート"", ""meaning"": ""(non-word)""}, {""word"": ""コートー"", ""reading"": ""コートー"", ""meaning"": ""(non-word)""}]",5,Clothing,coat,also means court (tennis),from English coat,katakana,,3,false
284,ポケット,"[{""word"": ""ポケットに入れる"", ""reading"": ""ぽけっとにいれる"", ""meaning"": ""to put in a pocket"", ""tags"": []}]","[{""word"": ""ポケットに入れる"", ""reading"": ""ぽけっとにいれる"", ""meaning"": ""to put in a pocket"", ""tags"": []}, {""word"": ""ポケットから出す"", ""reading"": ""ぽけっとからだす"", ""meaning"": ""to take from a pocket""}, {""word"": ""ポケットの中"", ""reading"": ""ぽけっとのなか"", ""meaning"": ""inside the pocket""}]","[{""word"": ""ポケト"", ""reading"": ""ポケト"", ""meaning"": ""(non-word)""}, {""word"": ""ボケット"", ""reading"": ""ボケット"", ""meaning"": ""(non-word)""}, {""word"": ""ポケッド"", ""reading"": ""ポケッド"", ""meaning"": ""(non-word)""}]",5,Clothing,pocket,,from English pocket,katakana,,4,false
285,メール,"[{""word"": ""メールを送る"", ""reading"": ""めーるをおくる"", ""meaning"": ""to send an email"", ""tags"": []}]","[{""word"": ""メールを送る"", ""reading"": ""めーるをおくる"", ""meaning"": ""to send an email"", ""tags"": []}, {""word"": ""新しいメール"", ""reading"": ""あたらしいめーる"", ""meaning"": ""a new email""}, {""word"": ""メールを切る"", ""reading"": ""めーるをきる"", ""meaning"": ""switch off the email""}]","[{""word"": ""メーロ"", ""reading"": ""メーロ"", ""meaning"": ""(non-word)""}, {""word"": ""メエル"", ""reading"": ""メエル"", ""meaning"": ""(non-word)""}, {""word"": ""メールー"", ""reading"": ""メールー"", ""meaning"": ""(non-word)""}]",5,Electronics,email; text message,,from English email,katakana,,3,false
